timestamp,shift_id,machine_id,operator_id,machine_type,task_id,engine_hours,engine_rpm,engine_load,fuel_level,fuel_consumption_rate,hydraulic_temperature,coolant_temperature,hydraulic_pressure,machine_speed,machine_direction,machine_state,idle_time_seconds,cycle_time_seconds,payload_tonnes,bucket_load_percent,number_of_cycles,operating_mode,latitude,longitude,site_zone,terrain_slope_degrees,vibration,ambient_temperature,rainfall_mm,visibility_meters,wind_speed,seatbelt_status,proximity_distance_meters,nearby_person_count,nearby_vehicle_count,fault_code,machine_health_score,task_progress_percent,site_congestion
2026-09-01 06:02:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.54,784.9,15.8,66.69,10.76,74.3,81.5,172.9,0.0,neutral,idle,45.0,74.6,0.0,0.0,1,Economy,23.412936,85.344637,Zone B (Quarry Face),0.0,0.175,28.8,0.0,2416.2,17.4,fastened,42.8,0,0,NONE,88.5,1.7,0.1
2026-09-01 06:03:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.55,710.3,11.9,66.68,7.46,73.5,82.5,183.8,0.0,neutral,idle,60.0,72.7,0.0,0.0,1,Economy,23.412194,85.345452,Zone B (Quarry Face),0.0,0.204,28.8,0.0,2416.2,17.4,fastened,20.9,0,0,NONE,88.5,1.7,0.1
2026-09-01 06:03:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.55,1800.6,59.7,66.65,28.27,86.0,89.1,285.7,4.4,forward,operating,60.0,73.3,19.71,100.0,1,Economy,23.413332,85.345595,Zone B (Quarry Face),0.0,0.399,28.8,0.0,2416.2,17.4,fastened,32.9,0,1,NONE,88.5,1.9,0.1
2026-09-01 06:03:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.55,772.6,11.1,66.65,5.93,73.3,80.9,180.7,0.0,neutral,idle,75.0,70.1,0.0,0.0,1,Economy,23.412443,85.345066,Zone B (Quarry Face),0.0,0.3,28.8,0.0,2416.2,17.4,unfastened,16.1,0,0,NONE,88.5,1.9,0.1
2026-09-01 06:03:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.56,1844.5,51.3,66.62,26.83,84.6,89.7,260.2,5.2,forward,operating,75.0,77.4,16.67,92.6,1,Economy,23.412549,85.344891,Zone B (Quarry Face),0.0,0.407,28.8,0.0,2416.2,17.4,fastened,15.9,0,0,NONE,88.5,2.1,0.1
2026-09-01 06:04:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.56,1731.8,57.4,66.59,27.3,85.8,90.3,286.6,2.2,forward,operating,75.0,79.4,19.45,100.0,1,Economy,23.412705,85.345949,Zone B (Quarry Face),0.0,0.232,28.8,0.0,2416.2,17.4,fastened,15.5,0,0,NONE,88.5,2.4,0.1
2026-09-01 06:04:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.57,1697.0,52.6,66.57,22.88,85.1,90.6,236.9,3.8,forward,operating,75.0,74.9,12.06,67.0,1,Economy,23.413739,85.345459,Zone B (Quarry Face),0.0,0.323,28.8,0.0,2416.2,17.4,fastened,17.5,0,0,NONE,88.5,2.6,0.1
2026-09-01 06:04:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.57,1841.4,52.8,66.54,25.91,82.9,89.5,254.1,3.3,forward,operating,75.0,75.3,15.62,86.8,1,Economy,23.413181,85.345781,Zone B (Quarry Face),0.0,0.305,28.8,0.0,2416.2,17.4,fastened,43.5,0,0,NONE,88.5,2.9,0.1
2026-09-01 06:04:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.57,1336.6,33.1,66.52,17.15,77.4,83.3,170.2,6.8,reverse,reversing,75.0,77.7,0.0,0.0,1,Economy,23.413322,85.345208,Zone B (Quarry Face),0.0,0.418,28.8,0.0,2416.2,17.4,fastened,30.0,0,1,NONE,88.5,2.9,0.1
2026-09-01 06:05:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.58,1778.5,54.5,66.49,26.1,82.0,91.8,249.3,5.8,forward,operating,75.0,77.7,16.11,89.5,1,Economy,23.413117,85.34559,Zone B (Quarry Face),0.0,0.362,28.8,0.0,2416.2,17.4,fastened,32.3,0,0,NONE,88.5,3.1,0.1
2026-09-01 06:05:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.58,1760.2,55.5,66.47,24.68,83.8,89.8,247.6,2.0,forward,operating,75.0,75.4,14.93,83.0,1,Economy,23.412513,85.345115,Zone B (Quarry Face),0.0,0.259,28.8,0.0,2416.2,17.4,fastened,28.0,0,0,NONE,88.5,3.3,0.1
2026-09-01 06:05:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.59,790.0,5.9,66.46,4.85,72.5,79.8,179.6,0.0,neutral,idle,90.0,76.7,0.0,0.0,1,Economy,23.41289,85.345205,Zone B (Quarry Face),0.0,0.258,28.8,0.0,2416.2,17.4,fastened,28.1,0,1,NONE,88.5,3.3,0.1
2026-09-01 06:05:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.59,1832.8,56.0,66.43,27.27,86.8,88.7,260.7,4.1,forward,operating,90.0,80.3,15.36,85.3,1,Economy,23.412477,85.345337,Zone B (Quarry Face),0.0,0.36,28.8,0.0,2416.2,17.4,fastened,27.4,0,0,NONE,88.5,3.6,0.1
2026-09-01 06:06:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.6,1790.2,54.0,66.41,23.7,85.9,90.6,272.2,5.4,forward,operating,90.0,78.2,19.99,100.0,1,Economy,23.412802,85.345219,Zone B (Quarry Face),0.0,0.328,28.8,0.0,2416.2,17.4,fastened,31.4,0,0,NONE,88.5,3.8,0.1
2026-09-01 06:06:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.6,690.0,11.1,66.4,4.87,74.5,82.8,192.3,0.0,neutral,idle,105.0,74.0,0.0,0.0,1,Economy,23.413624,85.345902,Zone B (Quarry Face),0.0,0.174,28.8,0.0,2416.2,17.4,fastened,42.0,0,0,NONE,88.5,3.8,0.1
2026-09-01 06:06:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.6,1367.2,36.9,66.39,16.72,80.4,87.4,165.9,4.6,reverse,reversing,105.0,69.7,0.0,0.0,1,Economy,23.413193,85.345332,Zone B (Quarry Face),0.0,0.322,28.8,0.0,2416.2,17.4,fastened,33.0,0,0,NONE,88.5,3.8,0.1
2026-09-01 06:06:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.61,1340.2,35.0,66.37,16.78,76.4,85.8,183.2,3.0,reverse,reversing,105.0,71.2,0.0,0.0,1,Economy,23.412947,85.344824,Zone B (Quarry Face),0.0,0.356,28.8,0.0,2416.2,17.4,fastened,19.5,0,0,NONE,88.5,3.8,0.1
2026-09-01 06:07:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.61,1753.2,57.3,66.34,26.82,83.0,88.9,251.8,3.1,forward,operating,105.0,73.4,15.14,84.1,1,Economy,23.412321,85.345155,Zone B (Quarry Face),0.0,0.276,28.8,0.0,2416.2,17.4,fastened,43.0,0,0,NONE,88.5,4.0,0.1
2026-09-01 06:07:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.62,720.8,11.3,66.33,7.43,72.9,80.1,199.0,0.0,neutral,idle,120.0,73.2,0.0,0.0,1,Economy,23.411923,85.346432,Zone B (Quarry Face),0.0,0.195,28.8,0.0,2416.2,17.4,fastened,23.8,0,0,NONE,88.5,4.0,0.1
2026-09-01 06:07:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.62,1766.5,51.0,66.31,23.28,80.3,87.9,258.2,3.6,forward,operating,120.0,77.0,18.1,100.0,1,Economy,23.412385,85.345124,Zone B (Quarry Face),0.0,0.402,28.8,0.0,2416.2,17.4,fastened,33.8,0,0,NONE,88.5,4.3,0.1
2026-09-01 06:07:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.62,1756.9,61.3,66.28,28.24,83.7,90.0,259.8,3.2,forward,operating,120.0,74.9,17.62,97.9,1,Productivity,23.412468,85.344969,Zone B (Quarry Face),0.0,0.285,28.8,0.0,2416.2,17.4,fastened,28.9,0,0,NONE,88.5,4.5,0.1
2026-09-01 06:08:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.63,1806.8,55.7,66.26,23.9,84.3,88.7,267.1,4.7,forward,operating,120.0,70.3,17.19,95.5,1,Economy,23.412774,85.344716,Zone B (Quarry Face),0.0,0.341,28.8,0.0,2416.2,17.4,fastened,36.4,0,0,NONE,88.5,4.8,0.1
2026-09-01 06:08:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.63,1800.6,52.3,66.23,24.07,84.0,87.6,247.4,1.7,forward,operating,120.0,68.6,13.15,73.0,1,Economy,23.412481,85.345235,Zone B (Quarry Face),0.0,0.325,28.8,0.0,2416.2,17.4,fastened,48.8,0,0,NONE,88.5,5.0,0.1
2026-09-01 06:08:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.64,1764.5,55.3,66.2,25.02,82.7,89.9,248.2,5.5,forward,operating,120.0,80.0,14.91,82.8,1,Economy,23.412052,85.345059,Zone B (Quarry Face),0.0,0.413,28.8,0.0,2416.2,17.4,fastened,43.6,0,0,NONE,88.5,5.2,0.1
2026-09-01 06:08:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.64,738.5,7.3,66.2,5.17,74.1,81.9,180.8,0.0,neutral,idle,135.0,75.5,0.0,0.0,1,Economy,23.413053,85.346108,Zone B (Quarry Face),0.0,0.172,28.8,0.0,2416.2,17.4,fastened,26.7,0,0,NONE,88.5,5.2,0.1
2026-09-01 06:09:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.65,1277.9,33.6,66.18,17.41,77.3,85.6,176.2,7.1,reverse,reversing,135.0,75.6,0.0,0.0,1,Economy,23.413315,85.345022,Zone B (Quarry Face),0.0,0.476,28.8,0.0,2416.2,17.4,fastened,18.9,0,0,NONE,88.5,5.2,0.1
2026-09-01 06:09:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.65,1841.9,58.5,66.15,28.21,81.7,90.4,256.5,2.6,forward,operating,135.0,75.2,17.71,98.4,1,Economy,23.413134,85.345119,Zone B (Quarry Face),0.0,0.277,28.8,0.0,2416.2,17.4,fastened,20.4,0,1,NONE,88.5,5.5,0.1
2026-09-01 06:09:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.65,1375.4,35.1,66.13,18.03,79.3,86.4,182.0,8.1,reverse,reversing,135.0,71.4,0.0,0.0,1,Economy,23.413555,85.345222,Zone B (Quarry Face),0.0,0.444,28.8,0.0,2416.2,17.4,fastened,47.4,0,1,NONE,88.5,5.5,0.1
2026-09-01 06:09:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.66,1763.9,55.3,66.11,24.39,80.9,90.5,267.2,3.4,forward,operating,135.0,71.6,18.04,100.0,1,Economy,23.411721,85.345178,Zone B (Quarry Face),0.0,0.274,28.8,0.0,2416.2,17.4,fastened,30.8,0,0,NONE,88.5,5.7,0.1
2026-09-01 06:10:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.66,1371.3,40.5,66.09,18.77,78.5,89.9,180.5,4.4,reverse,reversing,135.0,74.7,0.0,0.0,1,Economy,23.413828,85.344757,Zone B (Quarry Face),0.0,0.36,28.8,0.0,2416.2,17.4,fastened,22.2,0,1,NONE,88.5,5.7,0.1
2026-09-01 06:10:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.67,1673.9,48.1,66.07,21.37,80.1,88.4,272.4,5.2,forward,operating,135.0,74.4,18.77,100.0,1,Economy,23.413011,85.345164,Zone B (Quarry Face),0.0,0.38,28.8,0.0,2416.2,17.4,fastened,15.9,0,0,NONE,88.5,6.0,0.1
2026-09-01 06:10:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.67,1772.1,54.8,66.04,26.08,81.7,89.0,252.0,2.6,forward,operating,135.0,72.4,15.37,85.4,1,Economy,23.412132,85.345906,Zone B (Quarry Face),0.0,0.33,28.8,0.0,2416.2,17.4,fastened,38.4,0,0,NONE,88.5,6.2,0.1
2026-09-01 06:10:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.68,1270.9,31.3,66.02,17.19,75.5,86.0,168.7,7.3,reverse,reversing,135.0,69.4,0.0,0.0,1,Economy,23.412785,85.345641,Zone B (Quarry Face),0.0,0.513,28.8,0.0,2416.2,17.4,fastened,48.2,0,0,NONE,88.5,6.2,0.1
2026-09-01 06:11:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.68,1306.7,33.9,66.0,17.0,76.1,84.0,185.9,7.2,reverse,reversing,135.0,74.3,0.0,0.0,1,Economy,23.412148,85.345421,Zone B (Quarry Face),0.0,0.466,28.8,0.0,2416.2,17.4,fastened,21.0,0,0,NONE,88.5,6.2,0.1
2026-09-01 06:11:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.68,1836.5,55.5,65.97,27.86,81.9,90.1,246.5,4.6,forward,operating,135.0,75.7,14.13,78.5,2,Economy,23.411852,85.34459,Zone B (Quarry Face),0.0,0.401,28.8,0.0,2416.2,17.4,fastened,17.9,0,0,NONE,88.5,6.4,0.1
2026-09-01 06:11:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.69,1717.3,55.3,65.94,27.89,82.9,89.6,245.3,4.9,forward,operating,135.0,71.0,13.3,73.9,3,Economy,23.412872,85.345066,Zone B (Quarry Face),0.0,0.405,28.8,0.0,2416.2,17.4,fastened,26.7,0,0,NONE,88.5,6.7,0.1
2026-09-01 06:11:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.69,1779.0,51.4,65.92,25.03,80.9,89.9,220.6,4.8,forward,operating,135.0,71.5,11.41,63.4,3,Economy,23.41271,85.345019,Zone B (Quarry Face),0.0,0.421,28.8,0.0,2416.2,17.4,fastened,43.2,0,0,NONE,88.5,6.9,0.1
2026-09-01 06:12:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.7,1794.3,57.7,65.89,27.05,83.6,91.2,260.4,2.5,forward,operating,135.0,77.0,16.88,93.8,3,Economy,23.413302,85.344842,Zone B (Quarry Face),0.0,0.277,28.8,0.0,2416.2,17.4,fastened,4.4,1,0,NONE,88.5,7.1,0.1
2026-09-01 06:12:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.7,1821.6,56.8,65.86,24.55,84.1,90.8,271.5,3.0,forward,operating,135.0,73.5,18.92,100.0,3,Economy,23.413364,85.345832,Zone B (Quarry Face),0.0,0.354,28.8,0.0,2416.2,17.4,fastened,49.4,0,1,NONE,88.5,7.4,0.1
2026-09-01 06:12:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.7,1722.1,49.8,65.84,22.41,81.0,88.4,249.0,2.0,forward,operating,135.0,72.3,13.99,77.7,3,Economy,23.41278,85.34547,Zone B (Quarry Face),0.0,0.339,28.8,0.0,2416.2,17.4,fastened,18.1,0,0,NONE,88.5,7.6,0.1
2026-09-01 06:12:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.71,1792.8,56.2,65.81,28.95,82.6,89.0,250.5,2.3,forward,operating,135.0,73.2,15.72,87.3,4,Economy,23.413276,85.345768,Zone B (Quarry Face),0.0,0.264,28.8,0.0,2416.2,17.4,fastened,47.5,0,1,NONE,88.5,7.9,0.1
2026-09-01 06:13:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.71,1786.8,52.1,65.79,24.9,80.4,90.8,261.0,2.2,forward,operating,135.0,73.8,13.87,77.1,4,Economy,23.412729,85.344881,Zone B (Quarry Face),0.0,0.26,28.8,0.0,2416.2,17.4,fastened,43.3,0,1,NONE,88.5,8.1,0.1
2026-09-01 06:13:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.72,1781.1,59.8,65.76,27.44,84.4,91.7,273.3,2.7,forward,operating,135.0,73.6,15.22,84.5,4,Economy,23.413218,85.345528,Zone B (Quarry Face),0.0,0.281,28.8,0.0,2416.2,17.4,fastened,45.8,0,0,NONE,88.5,8.3,0.1
2026-09-01 06:13:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.72,1819.2,59.2,65.73,26.93,84.5,91.6,253.0,4.8,forward,operating,135.0,73.8,16.57,92.0,4,Economy,23.412256,85.345499,Zone B (Quarry Face),0.0,0.388,28.8,0.0,2416.2,17.4,fastened,25.0,0,0,NONE,88.5,8.6,0.1
2026-09-01 06:13:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.72,1785.2,54.8,65.7,27.41,83.1,89.7,254.6,4.1,forward,operating,135.0,73.7,14.53,80.7,4,Economy,23.412878,85.344976,Zone B (Quarry Face),0.0,0.357,28.8,0.0,2416.2,17.4,fastened,35.4,0,0,NONE,88.5,8.8,0.1
2026-09-01 06:14:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.73,745.8,13.1,65.69,4.99,75.2,83.2,166.4,0.0,neutral,idle,150.0,71.7,0.0,0.0,4,Economy,23.412729,85.344688,Zone B (Quarry Face),0.0,0.191,28.8,0.0,2416.2,17.4,fastened,22.7,0,0,NONE,88.5,8.8,0.1
2026-09-01 06:14:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.73,0.0,37.6,65.68,11.08,79.3,87.0,170.2,0.0,neutral,parked,150.0,77.0,0.0,0.0,4,Economy,23.412717,85.345167,Zone B (Quarry Face),0.0,0.274,28.8,0.0,2416.2,17.4,fastened,16.1,0,0,NONE,88.5,8.8,0.1
2026-09-01 06:14:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.74,9.4,38.4,65.67,12.46,80.7,87.3,183.7,0.0,neutral,parked,150.0,72.4,0.0,0.0,4,Economy,23.412929,85.34535,Zone B (Quarry Face),0.0,0.232,28.8,0.0,2416.2,17.4,fastened,14.8,2,1,NONE,88.5,8.8,0.1
2026-09-01 06:14:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.74,1760.6,51.4,65.65,22.38,83.4,88.0,252.3,2.4,forward,operating,150.0,74.7,13.41,74.5,5,Economy,23.412949,85.345392,Zone B (Quarry Face),0.0,0.281,28.8,0.0,2416.2,17.4,fastened,36.0,0,0,NONE,88.5,9.0,0.1
2026-09-01 06:15:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.75,1852.4,53.0,65.62,25.17,83.7,91.2,243.3,3.8,forward,operating,150.0,74.1,14.64,81.3,6,Economy,23.412766,85.345003,Zone B (Quarry Face),0.0,0.341,28.8,0.0,2416.2,17.4,fastened,34.9,0,0,NONE,88.5,9.3,0.1
2026-09-01 06:15:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.75,1809.8,59.4,65.59,27.62,85.3,89.5,256.8,4.5,forward,operating,150.0,77.2,14.19,78.8,6,Economy,23.412387,85.344988,Zone B (Quarry Face),0.0,0.371,28.8,0.0,2416.2,17.4,fastened,33.4,0,0,NONE,88.5,9.5,0.1
2026-09-01 06:15:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.75,822.8,11.9,65.58,9.43,74.5,81.7,181.0,0.0,neutral,idle,165.0,72.2,0.0,0.0,6,Economy,23.413173,85.345549,Zone B (Quarry Face),0.0,0.232,28.8,0.0,2416.2,17.4,fastened,24.0,0,0,NONE,88.5,9.5,0.1
2026-09-01 06:15:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.76,1790.2,58.6,65.55,28.95,81.7,89.4,241.1,3.1,forward,operating,165.0,76.1,11.4,63.3,6,Economy,23.412298,85.34533,Zone B (Quarry Face),0.0,0.324,28.8,0.0,2416.2,17.4,fastened,40.1,0,0,NONE,88.5,9.8,0.1
2026-09-01 06:16:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.76,1808.7,53.7,65.53,22.57,83.4,87.8,252.5,2.7,forward,operating,165.0,74.6,14.57,81.0,6,Economy,23.412178,85.345091,Zone B (Quarry Face),0.0,0.315,28.8,0.0,2416.2,17.4,fastened,42.1,0,0,NONE,88.5,10.0,0.1
2026-09-01 06:16:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.77,1758.4,52.8,65.5,26.22,83.8,87.3,221.6,2.3,forward,operating,165.0,76.9,10.06,55.9,6,Economy,23.413289,85.345069,Zone B (Quarry Face),0.0,0.308,28.8,0.0,2416.2,17.4,fastened,35.5,0,0,NONE,88.5,10.2,0.1
2026-09-01 06:16:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.77,1734.2,53.4,65.48,24.64,83.7,88.4,246.9,4.0,forward,operating,165.0,75.9,13.92,77.3,6,Economy,23.412425,85.345458,Zone B (Quarry Face),0.0,0.354,28.8,0.0,2416.2,17.4,fastened,32.1,0,0,NONE,88.5,10.5,0.1
2026-09-01 06:16:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.78,1805.4,52.9,65.45,24.77,83.7,87.9,256.5,6.2,forward,operating,165.0,77.2,15.99,88.8,6,Economy,23.412923,85.345853,Zone B (Quarry Face),0.0,0.503,28.8,0.0,2416.2,17.4,fastened,13.0,2,1,NONE,88.5,10.7,0.1
2026-09-01 06:17:00,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.78,1779.7,52.9,65.42,25.27,83.5,91.0,243.3,4.6,forward,operating,165.0,77.2,12.43,69.1,6,Economy,23.41274,85.34525,Zone B (Quarry Face),0.0,0.36,28.8,0.0,2416.2,17.4,fastened,41.7,0,0,NONE,88.5,11.0,0.1
2026-09-01 06:17:15,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.78,1805.7,48.9,65.4,22.63,80.5,85.7,235.2,1.5,forward,operating,165.0,78.9,12.56,69.8,6,Economy,23.413204,85.344644,Zone B (Quarry Face),0.0,0.206,28.8,0.0,2416.2,17.4,fastened,45.2,0,0,NONE,88.5,11.2,0.1
2026-09-01 06:17:30,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.79,1804.8,56.7,65.37,26.95,85.0,90.6,235.9,4.0,forward,operating,165.0,74.6,11.19,62.1,7,Economy,23.412405,85.344759,Zone B (Quarry Face),0.0,0.353,28.8,0.0,2416.2,17.4,fastened,18.5,0,0,NONE,88.5,11.4,0.1
2026-09-01 06:17:45,SHIFT-0001,CAT-EX-336,OP-003,Excavator,TASK-101,3412.79,749.7,6.3,65.36,6.99,73.8,79.9,167.3,0.0,neutral,idle,180.0,74.4,0.0,0.0,7,Economy,23.412163,85.345376,Zone B (Quarry Face),0.0,0.202,28.8,0.0,2416.2,17.4,fastened,33.4,0,0,NONE,88.5,11.4,0.1
